Male,Non Taxable,i. 55 - 59,"s. $180,001 to $250,000","e. $180,000 or more",74,74,"15,840,625",74,"5,170,984",73,"309,951",8,"22,465",0,0,0,0,0,0,19,"3,254,272",6,"30,773",1,"5,634",1,"22,206",1,"195,130",2,"4,279",0,0,4,"40,567",1,"14,028",40,"10,309",10,"5,747",23,"41,930",23,"17,964",74,"16,093,908",2,"25,610",2,"7,648",9,"1,699",0,0,9,"8,710",13,"43,667",5,"4,337",1,"23,828",6,"43,527",16,"25,952",45,"20,742",61,"253,283",2,"18,696",2,"28,106",1,"-13,571",13,"18,481",10,"18,364",1,"11,732",1,"13,571",0,0,3,"168,899",0,0,10,"401,954",28,"1,100,432",63,"12,435,685",16,"1,094,468",74,"5,701,993",30,"812,666",25,"567,250",14,"72,964",30,"390,080",11,"48,289",19,"-265,917",30,"-217,628",3,"1,426",1,39,2,"39,000",13,"52,230",2,"1,064,712",2,"1,046,874",2,"17,838",0,0,4,"6,084",0,0,0,0,5,"131,894",0,0,0,0,0,0,68,46,"28,920",16,"3,691",37,"16,395"
Male,Non Taxable,i. 55 - 59,"t. $250,001 to $500,000","e. $180,000 or more",50,50,"15,572,766",50,"5,685,095",50,"307,544",3,"12,179",0,0,0,0,0,0,9,"2,884,586",2,"279,136",0,0,0,0,0,0,0,0,0,0,2,"9,738",0,0,30,"113,992",8,860,14,"22,098",14,"9,466",50,"15,791,535",1,396,0,0,3,843,0,0,5,"6,863",6,"8,102",3,"2,439",1,866,1,"1,335",6,"6,006",31,"46,201",37,"167,037",1,"4,712",3,"102,202",4,"-145,677",5,"-4,661",3,986,0,0,4,"147,187",0,0,4,"17,033",0,0,7,"49,230",12,"495,896",43,"12,762,568",14,"1,761,900",50,"6,196,558",23,"835,816",21,"456,739",15,"113,456",22,"480,775",5,"40,625",17,"-255,779",23,"-215,154",2,499,0,0,2,"60,438",9,"41,650",1,"81,336",1,"83,306",1,"-1,970",0,0,2,"1,460",0,0,0,0,2,"97,548",0,0,0,0,0,0,48,28,"21,797",6,"1,515",27,"20,493"
Male,Non Taxable,i. 55 - 59,"u. $500,001 to $1,000,000","e. $180,000 or more",6,6,"3,853,838",6,"1,575,809",6,"72,181",0,0,0,0,0,0,0,0,1,"1,271",1,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,330,2,829,5,"28,939",5,"12,400",6,"4,009,928",0,0,1,"2,050",1,419,1,505,2,"2,035",2,"5,009",2,145,0,0,1,"1,789",2,"2,203",6,"20,392",6,"156,090",0,0,0,0,0,0,3,"199,938",1,"1,062",0,0,0,0,0,0,1,40,0,0,2,"38,202",4,"85,376",6,"4,080,671",4,"558,095",6,"1,703,467",3,"284,948",4,"306,749",3,"27,488",4,"148,375",1,"4,573",3,"-202,237",4,"-197,664",0,0,1,393,3,"103,500",4,"23,052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,"4,516",0,0,4,"4,516"
Male,Non Taxable,i. 55 - 59,"v. $1,000,001 or more","e. $180,000 or more",2,2,"2,738,131",2,"1,179,253",2,"54,763",1,"4,684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"6,104",0,0,0,0,0,0,2,"3,069,168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,301,0,0,1,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"1,595,399",0,0,2,"2,161,851",0,0,2,"1,384,254",1,"53,712",2,"1,363,418",1,"29,746",1,"32,075",0,0,1,"27,874",0,0,1,"-30,203",1,"-30,203",0,0,0,0,0,0,0,0,2,"115,320",1,"1,706",2,"113,614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,211,0,0,1,211
Male,Non Taxable,j. 60 - 64,"a. $6,000 or less","a. $18,200 or less","42,490","36,965","-113,992,422",151,"27,143",0,0,0,0,0,0,0,0,3,"15,047","5,944","57,546,937","4,528","10,958,621","1,134","6,250,780",128,"682,507",119,"444,591","1,508","7,654,335",119,"456,604",429,"1,946,269",185,"2,619,807","24,106","33,897,650","7,183","3,694,170","17,824","22,797,443","17,799","9,724,744","39,627","36,358,037",506,"1,632,693",202,"342,020","1,209","209,968",41,"82,630","1,673","1,779,200","2,422","4,046,511",970,"492,326",657,"4,010,579",681,"3,583,480","2,522","1,959,941","10,161","12,498,887","13,813","44,732,356",155,"3,495,610",634,"9,138,916","3,263","-53,360,979","7,201","12,747,350","1,812","2,522,955",216,"1,290,768",213,"11,712,036","1,570","31,905,543","2,010","21,850,958",0,0,"3,294","119,690,609","5,849","296,995,649","1,977","4,772,473","1,837","-1,383,188","1,456","135,549","8,898","193,112,381","6,860","102,785,858","4,501","18,645,134","8,916","110,624,852","3,545","17,533,021","5,448","-56,476,484","9,011","-38,943,463",782,"2,723,155",351,"4,304,472",335,"6,459,712","1,072","11,431,494","6,894","893,551,333","6,908","961,855,899","7,220","-108,585,917",0,0,2,"2,605",0,0,145,"22,213",1,"1,264",731,"9,931,284",126,"2,135,827",1,"5,067","25,633","23,078","17,053,710","2,437","1,314,435",983,"149,141"
Male,Non Taxable,j. 60 - 64,"b. $6,001 to $10,000","a. $18,200 or less","12,953","12,953","103,923,019",81,"22,561",0,0,0,0,0,0,0,0,0,0,"4,043","30,478,916","3,276","4,244,771",699,"2,117,515",95,"441,766",99,"210,133","1,296","7,972,539",107,"604,381",329,"1,918,091",147,"1,424,263","8,889","18,023,364","2,187","620,472","5,233","9,465,028","5,226","4,050,359","12,953","116,759,272",324,"656,331",83,"146,698",994,"179,798",18,"17,534","1,122","613,489","1,686","1,613,850",253,"102,748",243,"411,783",287,"735,164","1,672","1,023,408","4,080","1,655,061","5,833","9,869,265",93,"1,749,784",351,"3,576,665",428,"-2,017,286","2,612","12,107,167",759,"650,815",183,"1,060,555",44,"2,469,664",266,"4,679,600",924,"3,682,840",0,0,"1,363","20,925,570","1,825","53,631,848",934,"1,366,328",843,"738,436",726,"65,763","2,995","46,888,686","1,640","14,887,135","1,117","2,666,712","2,980","22,995,579","2,148","12,231,090",858,"-5,891,830","3,013","6,339,260",262,"645,621",179,"545,738",165,"3,307,441",267,"1,008,323","2,506","113,963,197","2,384","100,791,816","2,561","8,102,154",0,0,1,"2,549",4,31,78,"16,616",0,0,243,"3,078,112",50,"816,032",1,"4,059","8,309","7,539","5,443,908",726,"345,971",305,"31,756"
Male,Non Taxable,j. 60 - 64,"c. $10,001 to $18,200","a. $18,200 or less","34,849","34,849","500,531,331",167,"30,581",0,0,0,0,0,0,0,0,0,0,"13,042","154,958,243","10,597","19,504,138","2,425","10,219,988",377,"1,890,713",290,"960,464","7,552","78,511,561",528,"5,149,836",786,"6,183,831",737,"10,885,990","22,094","46,596,688","4,895","1,906,013","11,586","25,830,547","11,562","11,053,123","34,849","543,265,532","1,440","3,036,063",450,"723,096","4,130","797,377",77,"124,698","4,318","2,913,888","6,495","7,595,122",623,"244,158",708,"1,426,961",819,"2,066,784","5,222","2,714,258","11,356","4,713,791","17,021","35,559,349",368,"7,354,624","1,430","17,852,127",975,"-400,563","6,893","58,748,120","1,676","2,223,374",585,"5,453,749",97,"2,833,084",671,"9,851,146","2,187","12,639,332",0,0,"3,110","54,551,777","4,119","114,847,849","2,127","5,111,356","1,881","2,291,427","1,609","159,772","7,154","128,913,814","4,013","38,757,028","2,823","7,210,199","7,094","59,001,499","4,996","39,703,293","2,197","-15,758,205","7,206","23,945,088",706,"2,564,306",407,"2,147,037",774,"13,797,872",904,"2,859,941","7,633","335,898,767","7,271","262,372,900","7,765","64,299,347",0,0,0,0,5,43,159,"28,439",1,118,881,"12,947,977",189,"2,828,361",5,"16,848","20,575","18,949","13,318,618","1,704","790,153",844,"100,560"
Male,Non Taxable,j. 60 - 64,"d. $18,201 to $25,000","b. $18,201 to $37,000","18,990","18,990","378,272,032","18,978","6,212,691",50,"8,106",0,0,0,0,0,0,1,"1,549","7,912","125,898,595","6,223","14,216,745","2,160","19,536,378",189,"1,147,830",205,"690,277","2,716","23,260,378",650,"9,847,662",510,"5,275,845","1,111","22,358,402","11,787","23,548,720","2,406","1,842,327","5,775","18,791,555","5,766","8,041,518","18,990","425,580,902","1,406","3,173,104",356,"787,035","3,433","759,793",63,"73,824","3,497","2,402,934","5,145","7,196,690",365,"126,168",495,"1,021,754",536,"1,667,307","3,701","1,792,445","6,714","3,061,129","11,291","40,207,496",215,"4,181,983","1,130","16,483,043",601,"3,711,013","4,271","57,083,329",855,"1,431,313",254,"3,420,841",36,"763,513",254,"4,060,565","1,240","11,317,466",0,0,"1,684","46,523,303","2,125","71,293,741","1,105","3,852,479",977,"1,723,956",898,"172,039","3,699","73,139,932","2,351","24,013,434","1,543","4,282,329","3,672","33,781,921","2,343","21,320,749","1,383","-10,258,501","3,734","11,062,248",526,"3,326,272",222,"2,007,009","1,319","23,004,318",682,"2,267,595","4,487","260,881,868","4,345","194,783,912","4,526","63,333,937",0,0,790,"268,982",491,"6,692","16,878","4,770,679",47,"8,462",369,"5,303,179",106,"1,619,027",1,"7,892","11,363","10,666","7,657,789",860,"402,261",471,"60,089"
Male,Non Taxable,j. 60 - 64,"e. $25,001 to $30,000","b. $18,201 to $37,000",829,829,"22,632,975",828,"1,432,926",47,"23,988",0,0,0,0,0,0,0,0,243,"3,045,134",204,"460,084",51,"279,905",8,"34,164",12,"44,182",58,"393,477",246,"3,116,025",109,"1,868,605",389,"9,725,543",556,"766,267",89,"21,752",241,"461,200",241,"197,302",829,"23,723,269",40,"72,181",8,"23,359",106,"24,837",5,"1,739",100,"153,945",148,"276,061",17,"2,826",16,"2,912",18,"107,610",253,"111,604",417,"153,316",535,"1,011,088",8,"111,713",23,"229,666",15,"-61,182",67,"238,291",21,"10,398",4,"26,230",2,"70,949",17,"407,259",56,"278,348",0,0,69,"776,133",102,"2,826,368",90,"1,351,523",68,"611,800",86,"144,292",111,"1,826,615",63,"475,963",52,"126,853",111,"907,550",77,"508,106",34,"-191,857",111,"316,249",18,"66,945",10,"25,948",16,"288,338",16,"67,207",81,"11,442,253",81,"10,888,346",86,"190,698",0,0,425,"526,472",2,148,602,"257,325",37,"38,164",18,"155,930",2,"32,252",0,0,488,443,"350,893",52,"34,954",14,"1,616"
Male,Non Taxable,j. 60 - 64,"f. $30,001 to $37,000","b. $18,201 to $37,000",574,574,"18,913,616",574,"1,610,270",41,"24,746",0,0,0,0,0,0,0,0,105,"1,408,564",95,"184,727",20,"110,857",3,"14,369",3,"5,153",23,"156,009",124,"1,355,440",65,"1,449,303",375,"12,014,265",413,"415,309",59,"15,580",150,"244,996",150,"104,961",574,"20,402,950",16,"25,644",7,"3,685",53,"10,675",4,"2,025",55,"30,528",79,"72,557",10,"2,710",18,"4,844",14,"20,285",190,"126,202",291,"106,500",378,"1,233,599",0,0,12,"249,997",14,"189,343",49,"95,109",22,"23,813",3,"16,075",3,"48,813",5,"52,773",35,"171,537",0,0,47,"815,602",56,"1,014,305",60,"1,313,835",42,"485,200",61,"246,798",91,"1,380,955",58,"559,877",44,"120,491",92,"767,014",39,"198,883",53,"-265,310",92,"-66,427",4,"13,003",3,"9,865",32,"838,228",9,"27,672",41,"1,474,855",38,"996,560",42,"444,783",0,0,397,"855,434",5,291,550,"231,084",37,"72,824",12,"138,235",0,0,0,0,374,333,"274,169",48,"32,698",11,359
Male,Non Taxable,j. 60 - 64,"g. $37,001 to $40,000","c. $37,001 to $80,000",68,68,"2,611,093",68,"274,476",20,"13,132",0,0,0,0,0,0,0,0,14,"154,768",13,"33,740",3,"3,093",1,"2,073",0,0,4,"15,434",5,"44,796",6,"151,575",32,"1,174,666",50,"48,282",4,"17,213",12,"39,830",12,"17,066",68,"2,772,607",2,"3,709",0,0,5,694,0,0,5,"2,589",8,"6,992",2,263,4,"1,646",2,"10,677",20,"10,078",45,"16,995",54,"144,681",0,0,1,"1,480",3,"53,165",7,"2,504",1,682,0,0,0,0,3,"146,134",2,"4,779",0,0,3,"8,897",7,"146,846",21,"698,081",9,"209,541",22,"119,005",14,"277,174",8,"93,617",4,"13,278",13,"148,307",6,"60,386",8,"-38,414",14,"21,972",1,"1,927",0,0,6,"92,350",2,"4,354",5,"468,709",6,"621,122",6,"-165,299",0,0,36,"101,962",2,69,68,"28,834",13,"41,303",3,"61,795",1,"40,285",0,0,39,36,"25,166",5,"2,209",2,12
Male,Non Taxable,j. 60 - 64,"h. $40,001 to $45,000","c. $37,001 to $80,000",49,49,"2,085,981",49,"263,972",20,"16,123",0,0,0,0,0,0,0,0,11,"216,720",8,"61,273",2,"1,700",1,"8,183",1,643,6,"36,338",3,"16,568",7,"115,736",8,"336,089",31,"55,777",4,114,10,"24,581",10,"10,531",49,"2,136,680",1,330,1,"2,148",3,584,0,0,4,725,6,"3,787",1,118,0,0,0,0,10,"3,313",24,"20,382",33,"50,699",0,0,0,0,0,0,7,"8,978",2,"4,699",1,"5,184",0,0,3,"34,770",1,32,0,0,2,"1,305",6,"326,442",20,"692,753",9,"207,743",21,"126,836",12,"275,788",6,"195,679",3,"3,780",12,"131,735",10,"69,110",2,"-124,516",12,"-55,406",0,0,0,0,3,"22,726",1,373,4,"99,264",4,"69,904",5,"29,360",0,0,14,"45,916",0,0,49,"17,710",21,"90,330",2,"55,945",0,0,0,0,31,29,"21,461",3,"2,612",1,179
Male,Non Taxable,j. 60 - 64,"i. $45,001 to $50,000","c. $37,001 to $80,000",33,33,"1,554,072",33,"234,577",14,"13,250",0,0,0,0,0,0,0,0,7,"57,566",6,"17,615",2,"2,890",1,"7,053",0,0,4,"37,197",0,0,6,"80,726",3,"137,460",19,"54,566",2,259,12,"82,521",12,"35,364",33,"2,004,030",1,5,1,"2,885",3,716,0,0,5,"4,394",5,"8,000",3,"2,110",0,0,3,"304,070",11,"2,704",19,"12,846",26,"438,016",0,0,0,0,0,0,4,"33,228",1,45,0,0,1,"6,242",2,"11,790",3,"18,821",0,0,4,"87,408",6,"463,113",14,"764,893",4,"135,456",14,"136,420",11,"252,116",10,"170,607",6,"15,890",11,"85,107",5,"49,912",6,"-69,400",11,"-19,488",0,0,0,0,3,"105,000",3,"3,286",5,"282,001",6,"117,998",6,"162,362",0,0,9,"25,195",0,0,32,"9,382",16,"98,919",2,"12,581",0,0,0,0,23,20,"14,771",2,"1,487",1,617
Male,Non Taxable,j. 60 - 64,"j. $50,001 to $55,000","c. $37,001 to $80,000",28,28,"1,467,239",28,"240,169",17,"17,794",0,0,0,0,0,0,1,"4,659",7,"64,345",6,"9,216",0,0,0,0,0,0,2,"23,908",1,"15,674",5,"103,439",2,"48,660",19,"52,621",3,133,11,"24,529",11,"10,509",28,"1,692,676",0,0,0,0,1,324,0,0,2,908,3,"1,232",2,348,1,"22,428",0,0,10,"11,450",19,"17,001",26,"211,640",2,"26,695",3,"55,679",0,0,6,"-59,628",4,"12,943",0,0,0,0,0,0,3,"63,690",0,0,3,"127,380",5,"253,805",18,"962,722",7,"169,571",18,"205,588",10,"158,681",5,"61,236",4,"16,195",10,"78,925",6,"40,938",4,"-38,613",10,"2,325",0,0,0,0,5,"158,821",1,360,4,"40,473",2,"75,240",4,"-34,767",0,0,5,"19,195",0,0,28,"5,992",11,"82,602",1,"7,197",0,0,0,0,20,19,"15,892",2,"1,476",1,590
Male,Non Taxable,j. 60 - 64,"k. $55,001 to $60,000","c. $37,001 to $80,000",26,26,"1,506,822",26,"270,014",15,"17,224",0,0,0,0,0,0,2,"4,607",7,"53,524",6,"10,628",3,"10,819",0,0,0,0,2,"15,360",0,0,1,"21,994",1,786,16,"23,603",1,56,6,"16,124",6,"6,908",26,"1,684,188",0,0,1,"8,479",1,117,1,"2,057",4,"5,658",4,"16,311",1,154,0,0,0,0,4,"2,934",10,"7,559",15,"177,366",0,0,1,"9,800",1,"-15,792",6,"84,985",2,"10,687",0,0,1,"9,387",0,0,1,"27,018",0,0,2,"118,790",4,"44,032",16,"938,085",9,"352,729",16,"190,449",8,"198,430",5,"95,449",4,"25,035",8,"78,606",4,"57,854",4,"-58,514",8,-660,0,0,0,0,5,"140,000",2,"10,408",3,"164,814",3,"176,905",4,"-12,091",0,0,1,"3,298",0,0,26,"3,398",11,"109,158",1,"9,683",0,0,0,0,22,22,"16,244",1,939,5,"1,537"
Male,Non Taxable,j. 60 - 64,"l. $60,001 to $70,000","c. $37,001 to $80,000",26,26,"1,673,170",26,"325,530",13,"16,920",0,0,0,0,0,0,0,0,9,"210,521",7,"19,552",2,"3,901",0,0,0,0,2,"17,004",0,0,2,"24,489",0,0,19,"20,852",4,"3,817",8,"45,849",8,"19,647",26,"1,889,905",0,0,0,0,3,520,0,0,1,120,3,640,1,17,1,"8,459",2,"35,949",4,"6,808",15,"8,551",18,"121,145",0,0,2,"21,078",0,0,1,"19,025",0,0,0,0,0,0,0,0,3,740,0,0,3,"13,107",1,"19,206",11,"826,046",6,"366,620",13,"222,383",7,"161,982",4,"26,733",5,"5,603",7,"78,276",4,"65,778",3,"-14,408",7,"51,370",1,380,0,0,3,"59,267",1,"1,454",2,"14,689",1,"3,093",2,"11,596",0,0,2,"3,673",1,32,19,"1,066",13,"153,651",0,0,0,0,0,0,17,16,"9,939",3,"1,294",1,4
Male,Non Taxable,j. 60 - 64,"m. $70,001 to $80,000","c. $37,001 to $80,000",36,36,"2,697,473",36,"572,521",25,"37,516",0,0,0,0,0,0,0,0,4,"17,713",3,"4,521",2,"2,429",0,0,0,0,3,"22,905",0,0,5,"56,153",2,"29,936",23,"27,941",6,"1,582",11,"34,217",11,"14,665",36,"2,732,743",0,0,1,50,0,0,0,0,2,"2,145",3,"2,195",0,0,1,145,1,70,9,"3,085",23,"16,625",26,"35,270",0,0,0,0,0,0,1,159,0,0,0,0,0,0,0,0,2,"72,408",0,0,2,"144,816",7,"334,245",25,"1,745,911",10,"587,481",25,"504,736",9,"158,238",7,"87,632",6,"8,445",9,"80,893",4,"16,985",5,"-35,717",9,"-18,732",1,89,0,0,0,0,3,"13,150",1,"2,140",1,"-8,044",1,"10,184",0,0,7,"11,413",0,0,0,0,11,"164,844",0,0,0,0,0,0,26,24,"18,777",4,"2,073",2,27
Male,Non Taxable,j. 60 - 64,"n. $80,001 to $87,000","d. $80,001 to $180,000",14,14,"1,156,383",14,"259,120",7,"11,577",0,0,0,0,0,0,0,0,4,"86,033",2,"3,327",1,"5,250",0,0,0,0,0,0,0,0,1,"26,552",0,0,9,"23,153",1,7,5,"8,300",5,"3,556",14,"1,160,737",0,0,0,0,1,32,0,0,0,0,1,32,0,0,0,0,0,0,4,701,5,"3,542",9,"4,354",0,0,1,"19,000",0,0,3,"14,561",2,515,0,0,0,0,0,0,0,0,0,0,2,"3,572",4,"66,862",6,"448,424",3,"148,221",7,"155,888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,79,1,930,1,895,1,35,0,0,1,"3,982",0,0,0,0,7,"125,328",0,0,0,0,0,0,11,9,"6,659",3,"1,403",0,0
Male,Non Taxable,j. 60 - 64,"o. $87,001 to $90,000","d. $80,001 to $180,000",3,3,"265,103",3,"61,929",3,"5,302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"311,955",0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,0,0,0,3,"11,055",3,745,3,"46,852",0,0,0,0,1,"-1,243",1,"-118,820",1,"45,966",0,0,0,0,0,0,1,"59,549",0,0,1,"124,418",0,0,3,"366,676",2,"274,639",3,"67,317",2,"84,726",2,"28,049",2,"6,676",2,"44,217",1,"7,720",1,"-1,936",2,"5,784",1,2,0,0,1,"35,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,"2,762",0,0,1,657
Male,Non Taxable,j. 60 - 64,"p. $90,001 to $100,000","d. $80,001 to $180,000",19,19,"1,791,087",19,"433,695",10,"18,737",1,931,0,0,0,0,0,0,7,"15,982",6,"11,823",1,"1,760",1,"26,922",0,0,0,0,0,0,1,956,0,0,11,"7,307",1,24,5,"11,266",5,"4,828",19,"1,958,924",0,0,0,0,2,199,0,0,7,"6,024",7,"6,223",1,2,0,0,0,0,3,648,8,"2,919",12,"70,930",0,0,0,0,1,"-45,523",2,"-3,907",0,0,0,0,0,0,2,"1,725",0,0,0,0,2,"100,969",5,"86,013",11,"1,010,706",2,"166,625",11,"257,367",6,"135,019",5,"68,015",4,"25,648",6,"87,167",2,"7,296",4,"-53,107",6,"-45,811",1,"10,176",0,0,1,"33,100",4,"28,038",3,"105,650",3,"35,796",3,"69,854",0,0,1,143,0,0,0,0,9,"207,444",0,0,0,0,0,0,16,15,"11,288",1,332,2,627
Male,Non Taxable,j. 60 - 64,"q. $100,001 to $150,000","d. $80,001 to $180,000",67,67,"8,320,285",67,"2,271,104",48,"119,523",4,"4,357",0,0,0,0,0,0,13,"567,339",13,"58,297",1,992,1,"22,120",2,"17,156",7,"23,581",0,0,7,"78,240",2,"39,605",39,"48,986",9,"2,643",15,"36,662",15,"15,707",67,"8,559,724",0,0,0,0,4,567,0,0,6,"2,776",8,"3,343",4,786,0,0,1,141,16,"18,566",46,"28,260",49,"231,690",1,"5,608",5,"83,786",0,0,6,"12,748",2,570,0,0,0,0,1,"2,475",2,"29,351",0,0,4,"63,063",11,"380,881",44,"5,613,051",8,"576,849",48,"1,894,440",24,"525,047",17,"231,875",12,"65,564",24,"324,934",14,"63,775",10,"-161,101",24,"-97,326",1,119,0,0,4,"122,810",6,"31,651",4,"130,501",4,"155,996",4,"-29,166",0,0,9,"15,695",0,0,0,0,20,"636,393",0,0,1,"2,867",0,0,54,49,"37,503",8,"2,393",15,"5,068"
Male,Non Taxable,j. 60 - 64,"r. $150,001 to $180,000","d. $80,001 to $180,000",40,40,"6,500,804",40,"1,923,177",36,"117,064",3,"7,330",0,0,0,0,0,0,9,"697,102",5,"21,297",2,"3,960",0,0,0,0,2,"9,423",0,0,1,"9,357",1,"2,178",24,"34,203",2,359,3,"4,992",3,"2,139",40,"6,790,382",1,"1,221",1,"1,591",10,"2,474",0,0,9,"10,729",10,"16,015",1,11,3,"201,747",1,394,6,"3,433",25,"28,666",27,"287,493",0,0,1,"1,215",0,0,2,-875,1,300,1,"2,480",1,"12,432",1,"4,258",4,"326,330",0,0,4,"365,030",7,"384,116",33,"5,430,096",9,"818,374",37,"2,084,568",16,"500,845",15,"337,946",8,"54,152",16,"375,807",4,"38,148",12,"-305,208",16,"-267,060",2,"22,221",1,156,1,"35,000",3,"2,227",3,"56,040",3,"55,028",4,"-11,420",0,0,1,"1,403",0,0,0,0,4,"189,847",0,0,0,0,0,0,35,31,"21,291",3,701,19,"10,206"
Male,Non Taxable,j. 60 - 64,"s. $180,001 to $250,000","e. $180,000 or more",40,40,"8,555,948",40,"2,792,057",40,"171,119",5,"14,547",0,0,0,0,0,0,3,"225,201",2,"2,925",0,0,0,0,0,0,0,0,0,0,1,"8,086",0,0,21,"18,574",5,707,7,"8,034",7,"3,441",40,"8,654,627",0,0,1,540,3,848,0,0,3,"2,965",4,"4,353",1,74,1,"1,568",0,0,6,"12,212",28,"15,939",30,"98,679",0,0,2,"31,690",0,0,4,"-12,048",3,825,0,0,0,0,1,"8,011",5,"21,478",0,0,6,"46,510",10,"472,881",39,"8,562,784",14,"2,191,268",40,"3,466,894",11,"274,010",7,"82,960",2,"6,792",11,"136,166",8,"68,704",3,"-20,612",11,"48,092",2,716,0,0,2,"45,000",3,"19,533",2,"16,055",1,"10,332",2,"5,207",0,0,1,"1,213",0,0,0,0,0,0,0,0,0,0,0,0,33,25,"22,722",6,"2,266",24,"15,122"
Male,Non Taxable,j. 60 - 64,"t. $250,001 to $500,000","e. $180,000 or more",30,30,"9,433,741",30,"3,451,593",30,"188,675",2,"8,462",0,0,0,0,0,0,4,"998,213",2,"116,718",0,0,1,803,0,0,0,0,0,0,1,"1,264",0,0,15,"8,727",2,29,9,"13,094",9,"5,610",30,"9,549,256",0,0,0,0,1,519,0,0,3,"5,846",3,"6,365",1,"2,024",0,0,1,245,7,"5,054",18,"13,418",23,"115,515",2,"48,086",0,0,0,0,3,"1,113",2,325,0,0,0,0,1,"71,747",2,578,0,0,2,"1,155",6,"271,013",28,"8,654,983",6,"1,447,970",30,"3,778,926",9,"210,504",9,"116,597",5,"13,767",9,"158,901",2,"5,880",7,"-84,641",9,"-78,761",1,122,0,0,3,"80,000",3,"8,409",1,"39,458",1,"111,109",1,"-71,651",0,0,0,0,0,0,0,0,1,137,0,0,0,0,0,0,28,19,"13,934",0,0,17,"12,609"
Male,Non Taxable,j. 60 - 64,"u. $500,001 to $1,000,000","e. $180,000 or more",4,4,"2,358,785",4,"955,641",4,"47,176",0,0,0,0,0,0,0,0,2,"27,555",2,"8,942",0,0,1,"37,701",1,"97,146",0,0,0,0,0,0,0,0,4,"2,276",1,"1,794",1,596,1,255,4,"2,402,591",1,"2,091",0,0,0,0,0,0,2,118,2,"2,209",0,0,0,0,0,0,2,"1,487",3,"5,110",4,"43,806",0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,1,"25,507",0,0,1,"51,014",0,0,4,"2,356,301",2,"558,545",4,"1,005,553",2,"23,935",2,"45,237",1,"6,763",2,"16,105",0,0,2,"-44,170",2,"-44,170",0,0,0,0,1,"35,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"37,496",0,0,0,0,0,0,4,4,"2,915",0,0,4,"2,915"
Male,Non Taxable,j. 60 - 64,"v. $1,000,001 or more","e. $180,000 or more",1,1,"1,394,414",1,"601,033",1,"27,888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"12,043",0,0,1,"11,581",1,"4,963",1,"1,494,456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"62,985",1,"2,057",1,"100,042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1,378,305",0,0,1,"4,187,786",0,0,1,"76,785",0,0,1,"653,210",1,"126,622",1,"72,835",1,865,1,"42,166",1,"10,756",0,0,1,"10,756",1,23,0,0,1,"35,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"2,268",0,0,1,"2,268"
Male,Non Taxable,k. 65 - 69,"a. $6,000 or less","a. $18,200 or less","40,539","36,215","-68,448,906",153,"58,543",1,52,0,0,0,0,0,0,0,0,"3,322","31,664,740","2,337","5,707,478",721,"4,396,045",48,"324,578",41,"217,379",355,"2,203,819","6,396","33,727,300",0,0,149,"2,879,081","19,255","26,862,743","9,661","1,885,398","24,355","33,584,560","24,355","14,379,500","39,038","94,579,858",321,"1,021,577",135,"465,985",527,"90,733",20,"54,152",952,"1,256,891","1,346","2,889,338",627,"246,513",550,"6,185,975",689,"4,656,714","2,516","7,477,586","7,721","15,114,985","10,402","45,828,864",95,"1,454,859",444,"7,515,317","3,138","-43,509,049","6,027","15,453,375","1,583","3,445,934",151,"1,206,207",177,"8,915,391",907,"24,624,870","1,707","38,111,123",0,0,"2,816","143,714,246","4,937","274,491,706","1,995","7,309,775","1,647","2,308,312","1,253","125,938","6,680","149,361,216","4,635","70,468,244","3,307","13,079,952","6,702","87,438,677","2,935","16,597,226","3,816","-38,222,887","6,772","-21,625,661",527,"1,532,184",266,"842,645",191,"4,480,675",551,"4,128,042","4,489","698,747,459","4,533","752,112,223","4,691","-88,358,114",0,0,2,"2,106",1,42,47,"6,712",0,0,363,"4,553,048",30,"550,220",0,0,"22,191","20,274","18,472,528","2,045","1,210,519","1,029","131,815"
